dose,dose_role,view,view_status,representation,candidate,seed,probe_contract,probe_selection_parameter,evidence_level,target_id,semantic_family,target_kind,n_rows,n_log_clusters,uncertainty_contract,primary_metric,primary_point_estimate,ci95_lower,ci95_upper,mae,nrmse_sd,spearman,calibration_slope,auroc,macro_f1,class_support
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7158302049393722,0.6459206923981856,0.7865964768380583,3.426660266329897,0.5330757873516934,0.9499158601417461,1.4838095136587734,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.872340610468435,0.732429678804321,0.9380538730432373,1.2163595708761707,0.357294541704131,0.7744508949555856,0.9122598058495238,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.9912591317253743,-1.8579886334195723,-0.3610697069188283,0.9293041231114672,1.4111198148014839,0.6829582747304266,0.48443016608583067,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.336341912671941,-0.09347987060476198,0.5513991950242907,1.42230691907417,0.8146521265718633,0.7198077824660104,0.7751369136022366,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-177.53552756229854,-342.34780629121843,-111.34518231311877,1.7383843102421466,13.361718735338597,0.5701828410689171,0.10310099659831368,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-3189.597408743694,-6880.784352168682,-1387.874513752641,0.20590215495831304,56.48537340536657,-0.04195968120018753,-0.0010291473980436857,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-202.11108210548284,-431.95475269244105,-88.36215833600151,0.5144021830306722,14.25170453333505,-0.14939052977027661,-0.0067107191096385365,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9210526315789473,0.8636363636363636,0.9589069166853806,nan,nan,nan,nan,0.9967105263157895,0.6571428571428571,class_0=4; class_1=76
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9428055933688538,0.8896051822485929,0.9737345424368952,3.42604400567994,0.23915352105111512,0.9530468024694575,0.9728290203997362,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7860791408057302,0.7303072017953257,0.844741066848999,3.031072686580216,0.4625157934538774,0.9472184329055642,1.390137364475238,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8857719190275494,0.7456481280290612,0.946975361977246,1.213332645761181,0.3379764503222831,0.7833716633000181,0.9169308021283841,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.5077876701066,-2.873126623881259,-0.600380719733387,1.000580106467242,1.5835995927337818,0.45527426160337553,0.2773149588706882,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-2.250553128008949,-5.28572075889818,-0.6518461757507746,2.6052843670208725,1.8029290413127603,0.07048757618377872,0.0992115411545928,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-136.52139619178024,-263.50868467504915,-84.80218591716998,1.4225522807354527,11.726951700752426,0.05506329113924051,0.025187558884304753,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-110558.33998241827,-203978.33558895907,-69386.5477637612,1.9120856276928904,332.50464655763574,-0.06722925457102674,-0.000573746622019401,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-2923.369324732309,-5364.042387705146,-1798.1672555598384,2.661185960872274,54.07743822272195,-0.1553680262541022,-0.00457547602694658,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,1.0,1.0,1.0,nan,nan,nan,nan,1.0,1.0,class_0=4; class_1=76
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9276044027507084,0.8918335287218664,0.9565356615236539,4.186776420613613,0.26906429947001803,0.9482781364626357,1.0415432934463886,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8082367497688062,0.7465293998098392,0.8659323645388647,2.827461800164681,0.43790781019661407,0.9502048702027657,1.3505543593999791,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3409,B,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8731302259581262,0.762652907076148,0.9274093556123836,1.4010180054639363,0.35618783533674175,0.6741323144116079,0.8617541822820417,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-4.152110639187111,-6.1455006655566855,-2.8951016080857555,1.6676208622935682,2.26982612532042,0.5924519456165025,0.40346642544094247,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.3176498134801573,-2.3252081876831747,-0.7764157591214111,2.6383902774012307,1.5223829391714023,-0.3388185654008439,-0.45285359983935797,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-21.16186257934863,-40.23547427146315,-12.521539186804091,0.5353934638452242,4.7076387477533395,-0.019620253164556962,0.005006212255072102,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-25.147260149398935,-45.525268459953594,-15.371572374166014,0.027575847194164126,5.113439170401749,0.2203703703703704,0.05172651547226506,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-31.819187592516748,-57.338565082486504,-19.983171977903172,0.28578528170986256,5.728803329886334,0.1557430848570089,0.07245788339135142,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9078947368421053,0.8478168754605748,0.9493670886075949,nan,nan,nan,nan,0.9539473684210527,0.6310935441370225,class_0=4; class_1=76
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9408474114926111,0.9053886811654352,0.9650595429377499,3.8558905003495028,0.24321305167977497,0.9535766542479932,0.9880249375366614,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.740718615570734,0.6794745252706156,0.808582234704647,3.2592353632135187,0.5091968032394409,0.9510719003858243,1.5017425328783376,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3407,C,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8489023978356304,0.6843514791264269,0.922140476730592,1.3760863366628755,0.38871275019526913,0.8034834554058795,0.876583881079612,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.5874945211587748,-1.1688293001302863,-0.23468194711299054,0.9937228852427694,1.2599581426217201,0.6392873886544773,0.5000916859095901,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.3617498560837316,-2.8102917822790383,-0.5955210808988006,2.7602737496464966,1.5367985736861327,0.47927801218940463,0.7948542007375627,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-217.41042495886597,-416.70288457263007,-132.14482471480474,1.8516635948117,14.77871526753479,-0.16441631504922644,0.012720557739500125,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-149.77021045285048,-392.763608369179,-55.60186204720749,0.055240378234042445,12.278852163490301,0.13459915611814346,0.008117251100171004,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-41.87330957742328,-73.65508925504824,-26.243536001992883,0.330593306626373,6.547771344314283,-0.06823722456633849,-0.01530640919280252,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,100.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9539473684210527,0.9057873090481786,0.9838709677419355,nan,nan,nan,nan,1.0,0.7425287356321839,class_0=4; class_1=76
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9475317411731817,0.9151787405051658,0.9702727390896954,3.5359097588352513,0.229059509356888,0.952950465782451,1.0090544635555545,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7411975896829952,0.6672197077603492,0.812827651366008,3.3663599905556794,0.5087262626570451,0.9384999627314756,1.4533702157444581,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3408,C,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8472722813024053,0.6706465130771908,0.9388956955659544,1.1716284053257326,0.3908039389484128,0.7874314141633528,0.9186569309905165,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.0441936699920062,-1.744353828189283,-0.6236739618782959,1.0662210338410056,1.4297530101356688,0.8054852320675105,0.5801682001849258,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.0060693262395097,-2.2340579274238648,-0.33915959348206354,2.342821493259128,1.4163577677407324,-0.10124238162212848,0.18473762892821058,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-42.13651170284284,-87.58658777824668,-21.853135545138006,0.6846892441597896,6.567839195872782,0.10745428973277074,0.00011245056203420236,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-321.8324010460823,-871.6336884005033,-107.05457379729314,0.07785633082275764,17.96753742297709,-0.14723394280356306,-0.0026776707702595858,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-46.668921219584696,-90.08435079100963,-25.772010559531605,0.3111596659199912,6.904268333399615,0.015377402719174873,0.03577368007423389,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9276315789473684,0.8716113841113841,0.963768115942029,nan,nan,nan,nan,0.993421052631579,0.6715192235908921,class_0=4; class_1=76
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9511931831262453,0.9233271394874645,0.9701565003954551,3.5772011993406125,0.22092264907373033,0.9589715087203573,0.9847200963102491,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.726639619159586,0.6593361146523794,0.8004451983722686,3.4211828751738294,0.5228387713630408,0.955840566392646,1.4901394402536252,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8770321403580452,0.7486944774193062,0.9417434026102448,1.1243310565233997,0.35066773396187284,0.8243698052422455,0.8380090523268184,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-4.076996962764664,-6.07702033395811,-2.8377449102818946,1.7597435127905825,2.253219244273549,0.8913502109704641,0.3929785735012446,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-2.8945072171850827,-4.952677215481688,-1.8003163701523597,3.851214512908682,1.9734505864563936,0.8471167369901548,0.7138535860289342,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,100.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-6.999318853058487,-12.786242663194265,-4.366537184745278,0.3576158646797647,2.828306711277701,-0.35698546647913737,-0.146773210622815,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-10.561705620170462,-19.65394741958701,-5.773819237992805,0.017389227099159823,3.40025081724429,-0.22810595405532116,-0.06581035958989813,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,100.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-18.272002807202277,-33.06146292069385,-10.801330155180372,0.2212250514189194,4.389988930191314,-0.14413970932958278,-0.0008582598094033252,nan,nan,NOT_APPLICABLE
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9539473684210527,0.9050557564798071,0.9827586206896552,nan,nan,nan,nan,0.9835526315789473,0.7425287356321839,class_0=4; class_1=76
dose50,ALL_DOSE_DESCRIPTIVE,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.666725289942484,-1.0598846391127148,-0.4019404614693418,24.257781532311924,1.2910171532332495,-0.02870833272793787,-1.0606263462724848,nan,nan,NOT_APPLICABLE
