dataset_release,db_version,source_database_reproducible_identity,source_alias_paths,log_id,log_name,db_file,vehicle_name,source_split,map_location,map_version,log_date,log_timestamp_us,lidar_timestamp_min_us,lidar_timestamp_max_us,runnable_timestamp_min_us,runnable_timestamp_max_us,scene_count,lidar_pc_count,runnable_scenario_token_count,runnable_scenario_token_min,runnable_scenario_token_max,runnable_scenario_token_set_sha256,runnable_scenario_type_family_counts_json,runnable_tagged_distinct_token_count,runnability_rule,materialization_level,historical_token_matches_in_log,historical_log_excluded
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1539;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.14.29.08_veh-45_02418_02502.db;size:6303744;mtime_ns:1663912207000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.14.29.08_veh-45_02418_02502.db,bc5a228b04b558fd,2021.08.30.14.29.08_veh-45_02418_02502,2021.08.30.14.29.08_veh-45_02418_02502.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630333960399821,1630336378599738,1630336462550239,1630336400400018,1630336440400027,6,1680,801,002ccc7c5efc52e5,ff6c6753e15e58a7,eba80b20e0cf4e177921abc26e67e69b085d4aefec0833c50854b46ddf42990c,"{""stationary"":{""distinct_tokens"":801,""tag_rows"":801}}",801,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1002;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.15.12.56_veh-08_00022_00084.db;size:4104192;mtime_ns:1663912207000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.15.12.56_veh-08_00022_00084.db,d190186124715aa8,2021.08.30.15.12.56_veh-08_00022_00084,2021.08.30.15.12.56_veh-08_00022_00084.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630336527500386,1630336550449878,1630336612399957,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1063;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.15.12.56_veh-08_01706_01772.db;size:4354048;mtime_ns:1663912207000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.15.12.56_veh-08_01706_01772.db,bfea4409aa7b53fc,2021.08.30.15.12.56_veh-08_01706_01772,2021.08.30.15.12.56_veh-08_01706_01772.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630336527500386,1630338234450120,1630338300399800,,,4,1320,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1290;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.16.39.44_veh-45_01506_01569.db;size:5283840;mtime_ns:1663912208000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.16.39.44_veh-45_01506_01569.db,c31b09a6d903579a,2021.08.30.16.39.44_veh-45_01506_01569,2021.08.30.16.39.44_veh-45_01506_01569.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630341854299875,1630343360949685,1630343423899770,,,4,1260,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1080;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.16.39.44_veh-45_02438_02499.db;size:4423680;mtime_ns:1663912208000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.16.39.44_veh-45_02438_02499.db,9295a451e0d55446,2021.08.30.16.39.44_veh-45_02438_02499,2021.08.30.16.39.44_veh-45_02438_02499.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630341854299875,1630344292949467,1630344353899735,,,4,1220,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1223;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.19.47.46_veh-45_02191_02255.db;size:5009408;mtime_ns:1663912209000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.19.47.46_veh-45_02191_02255.db,dbb278ec4c3054ca,2021.08.30.19.47.46_veh-45_02191_02255,2021.08.30.19.47.46_veh-45_02191_02255.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630352973700202,1630355165549369,1630355229499473,,,4,1280,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1164;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.12.54.17_veh-08_00129_00198.db;size:4767744;mtime_ns:1663912213000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.12.54.17_veh-08_00129_00198.db,cdf62218487c5268,2021.09.02.12.54.17_veh-08_00129_00198,2021.09.02.12.54.17_veh-08_00129_00198.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-02,1630587309949805,1630587439500238,1630587508449792,,,4,1380,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:4282;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.14.10.27_veh-08_02851_02977.db;size:17539072;mtime_ns:1663912214000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.14.10.27_veh-08_02851_02977.db,25cd928b0d3155ad,2021.09.02.14.10.27_veh-08_02851_02977,2021.09.02.14.10.27_veh-08_02851_02977.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-02,1630591871100603,1630594723000226,1630594848949888,1630594751100116,1630594811050227,7,2520,1200,002e0fbcd5b555d0,ff9938d210cf514e,e12adff7b53a47d1a669f09029f7c5a9b0b67e37697720e09c22a4ed3d2e9adf,"{""stationary"":{""distinct_tokens"":1194,""tag_rows"":1194}}",1194,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1459;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.15.07.50_veh-08_01667_01731.db;size:5976064;mtime_ns:1663912214000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.15.07.50_veh-08_01667_01731.db,865b0e7ee6405a46,2021.09.02.15.07.50_veh-08_01667_01731,2021.09.02.15.07.50_veh-08_01667_01731.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-02,1630595364600095,1630597031949468,1630597095900080,,,4,1280,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1180;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.17.04.02_veh-08_00027_00091.db;size:4833280;mtime_ns:1663911021000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.02.17.04.02_veh-08_00027_00091.db,79524f0447955adc,2021.09.02.17.04.02_veh-08_00027_00091,2021.09.02.17.04.02_veh-08_00027_00091.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-02,1630602302200322,1630602329299753,1630602393249843,,,4,1280,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1404;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.16.51.32_veh-42_01586_01647.db;size:5750784;mtime_ns:1663912226000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.16.51.32_veh-42_01586_01647.db,b986664a9b345e1b,2021.09.09.16.51.32_veh-42_01586_01647,2021.09.09.16.51.32_veh-42_01586_01647.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631206493800287,1631208080450081,1631208141399904,,,4,1220,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1723;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.18.47.17_veh-45_00653_00715.db;size:7057408;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.18.47.17_veh-45_00653_00715.db,51b62426586a511a,2021.09.09.18.47.17_veh-45_00653_00715,2021.09.09.18.47.17_veh-45_00653_00715.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631213304250398,1631213958000496,1631214019949788,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1714;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.18.47.17_veh-45_02016_02078.db;size:7020544;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.18.47.17_veh-45_02016_02078.db,de9ef451960c55f2,2021.09.09.18.47.17_veh-45_02016_02078,2021.09.09.18.47.17_veh-45_02016_02078.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631213304250398,1631215321000578,1631215382949852,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1344;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.18.47.17_veh-45_03147_03223.db;size:5505024;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.18.47.17_veh-45_03147_03223.db,30ba603d19995b36,2021.09.09.18.47.17_veh-45_03147_03223,2021.09.09.18.47.17_veh-45_03147_03223.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631213304250398,1631216452000754,1631216527950536,1631216484250765,1631216504200759,5,1520,400,001d6bd2aa465bbc,fffbc9d7d36e5a1d,145e905a5a3de86690c2e4384a8a670be3fdad85109ae5ed04bc85dbf9485acf,"{""stationary"":{""distinct_tokens"":400,""tag_rows"":400}}",400,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1184;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00015_00076.db;size:4849664;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00015_00076.db,eaccb34470fb58c2,2021.09.09.20.07.29_veh-42_00015_00076,2021.09.09.20.07.29_veh-42_00015_00076.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631218161049373,1631218176749322,1631218237699407,,,4,1220,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:2487;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00233_00302.db;size:10186752;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00233_00302.db,172aad63c3855c91,2021.09.09.20.07.29_veh-42_00233_00302,2021.09.09.20.07.29_veh-42_00233_00302.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631218161049373,1631218394749514,1631218463699270,1631218421049746,1631218440999309,5,1380,400,0010d9a5a4895895,ffa0fdbef7625ab3,8031b7581f863a58be396800a6e918914a99e38e62047863e124aa82147651ce,"{""stationary"":{""distinct_tokens"":400,""tag_rows"":400},""stationary_at_traffic_light_with_lead"":{""distinct_tokens"":400,""tag_rows"":400}}",400,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:2980;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00374_00455.db;size:12206080;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00374_00455.db,1e1e176df8dc594c,2021.09.09.20.07.29_veh-42_00374_00455,2021.09.09.20.07.29_veh-42_00374_00455.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631218161049373,1631218535749717,1631218616699414,1631218561049398,1631218581049885,5,1620,401,01f2b76571ff509b,ff70023cb97d52a4,394cefbe7b46901a5be10d6b1683664c26893d8ce0d45dd95c255219a9de36c7,"{""on_intersection"":{""distinct_tokens"":401,""tag_rows"":401},""on_traffic_light_intersection"":{""distinct_tokens"":401,""tag_rows"":401},""stationary"":{""distinct_tokens"":401,""tag_rows"":401}}",401,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:3312;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00902_00962.db;size:13565952;mtime_ns:1663912228000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_00902_00962.db,c3e189ea49e55ec6,2021.09.09.20.07.29_veh-42_00902_00962,2021.09.09.20.07.29_veh-42_00902_00962.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631218161049373,1631219063749560,1631219123699578,,,4,1200,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:4111;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_01059_01133.db;size:16838656;mtime_ns:1663912227000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_01059_01133.db,2617ae5473bd5ed0,2021.09.09.20.07.29_veh-42_01059_01133,2021.09.09.20.07.29_veh-42_01059_01133.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631218161049373,1631219220749543,1631219294700112,1631219241049429,1631219260999498,5,1480,400,00cb53a794b4529d,ff7208ed3d4150d7,9e101962d0ad9c2dcd7575dfe1eb99c56dfdeb10149e3163e7098c7c3a3ea00a,"{""low_magnitude_speed"":{""distinct_tokens"":145,""tag_rows"":145},""stationary"":{""distinct_tokens"":200,""tag_rows"":200}}",345,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:3729;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_01411_01488.db;size:15273984;mtime_ns:1663912228000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.09.20.07.29_veh-42_01411_01488.db,8523a9853c2751f6,2021.09.09.20.07.29_veh-42_01411_01488,2021.09.09.20.07.29_veh-42_01411_01488.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-09,1631218161049373,1631219572749352,1631219649699486,1631219601049932,1631219620999676,5,1540,400,00847f6f5ba65d34,ff4e154b6b065704,bbf6f88ea3a8ac163398434c60b01e1a1a7fb3ae916f9367f336e5a1a83ca2ef,"{""low_magnitude_speed"":{""distinct_tokens"":17,""tag_rows"":17},""stationary"":{""distinct_tokens"":343,""tag_rows"":343},""stationary_at_traffic_light_with_lead"":{""distinct_tokens"":343,""tag_rows"":343}}",360,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:4079;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.10.13.58.49_veh-42_02466_02539.db;size:16707584;mtime_ns:1663912229000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.10.13.58.49_veh-42_02466_02539.db,cb7ea39cf1015339,2021.09.10.13.58.49_veh-42_02466_02539,2021.09.10.13.58.49_veh-42_02466_02539.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-10,1631282405049313,1631284871449935,1631284944400232,,,4,1460,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1038;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.10.14.26.51_veh-45_01229_01296.db;size:4251648;mtime_ns:1663912229000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.10.14.26.51_veh-45_01229_01296.db,c3aef653761a5460,2021.09.10.14.26.51_veh-45_01229_01296,2021.09.10.14.26.51_veh-45_01229_01296.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-10,1631284330050960,1631285559150190,1631285626099730,,,4,1340,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:906;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.10.14.44.55_veh-42_02410_02472.db;size:3710976;mtime_ns:1663912229000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.09.10.14.44.55_veh-42_02410_02472.db,4e735dc1a8a454ff,2021.09.10.14.44.55_veh-42_02410_02472,2021.09.10.14.44.55_veh-42_02410_02472.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-09-10,1631285214149783,1631287624349775,1631287686299592,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
